title,url,uploader,upload_date,duration,view_count,like_count,dislike_count,comment_count,tags,categories,thumbnail
Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin-Jigar | Madhubanti | Divya | Amitabh,https://rr3---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129181&ei=_ayoZ_S7KtGAp-oPjt6ksAo&ip=196.200.133.150&id=o-ACiSNwU3x_TqSNtVxTuhC1syGGNCX3jA-h0dV9roldc6&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107581%2C&mh=jP&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen7y&ms=au%2Crdu&mv=m&mvi=3&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3yTrgmZHwmJ2NHpaHXxAyVZggL3PDg879smfKHHkqymw2mnIodZViB9k2uBkqtOF3aqBvKfhpiQ&spc=RjZbSRZkCHuJqgg0nkn3pQ-4iuwXG67aolPDls1IRTDzmXbQOVdDlGYtCim79Vk-mw&vprv=1&svpuc=1&mime=video%2Fmp4&ns=upt2B4IJyYc8vxlW0MF6oNMQ&rqh=1&gir=yes&clen=16000835&ratebypass=yes&dur=182.439&lmt=1726344867216861&mt=1739106797&fvip=1&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=5538434&n=5hL-30eGDpoyWg&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRQIhAP_nmg28LsfMik0QRk8z3kSn3NffDyQsKGBfPk8xcMf9AiAnFCcaOgw4r9grFb-eIqR8Z059c4EVuum6aFu3XJw-ow%3D%3D&sig=AJfQdSswRAIgMfEdUobrgGraMF6mWSvNlVHeFpe1lfJcawXpCP6cmxMCIDA2Fm_8rbUA3bfKz8o6MXyq5c8ERhUFTMnWeeh36TB3,Saregama Music,20240724,182,789648718,4082555,,91000,"['aaj ki raat', 'aaj ki rat', 'aaj ki raat stree2', 'aaj ki rat stree2', 'stree2 songs', 'stree2 song', 'stree2 new song', 'tamanna new song', 'tamanna bhatia new song', 'tamanna song', 'stree2 teaser', 'stree2 trailer', 'Aaj ki raat maza husn ka aankhon se leejiye', 'Aaj ki raat maza husn ka', 'Aaj ki raat tamanna song', 'Aaj ki raat maza husn ka tamanna bhatia song', 'new hindi song', 'shraadha kapoor', 'rajkumar rao', 'pankaj tripathi', 'sachin jigar songs', 'madhubanti bagchi songs', 'amitabh bhattacharya songs']",['Music'],https://i.ytimg.com/vi/roz9sXFkTuE/maxresdefault.jpg
"Uyi Amma - Azaad | Aaman D, Rasha Thadani| Madhubanti Bagchi,Amit Trivedi,Amitabh| Bosco| Abhishek K",https://rr3---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129184&ei=AK2oZ4iPLMDap-oPrZ6H8A0&ip=196.200.133.150&id=o-AJEIphKz-VTCWHK-g-6jSonaBlryWxGIGIFxIzNeKn35&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107584%2C&mh=V6&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen7l&ms=au%2Crdu&mv=m&mvi=3&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3wXppqpFwjJ3t_-BoRDSnP43J_V-Pl5Vrh2OPP-W34iIaP3_ThC9hp2IepzMYwUPHblM2p5kpC8&spc=RjZbSeEdeN1jGzeEYgE9HBALnXaQeeqgrKrghOhEE-hf7oJJDwLNcHDOp-pcB44Ngg&vprv=1&svpuc=1&mime=video%2Fmp4&ns=ZppkMQ1fpu05wi6X5p-oxLAQ&rqh=1&gir=yes&clen=15723847&ratebypass=yes&dur=194.095&lmt=1736194246069733&mt=1739106797&fvip=2&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538434&n=gaVArz6Cct07Hg&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRAIgIGLmDHz8p38pzLKO7WpZ1FbInNxUs5j7nKbOEMOiyHMCICtK4d4j1UYD8NpPwo_HxLfZTp3CDK0Rye4CdmIdvqFJ&sig=AJfQdSswRAIgUJsy8Kkt2EmoxY11dRV3M7dMsDWjEVVuuF9m43RoQigCIHXzSqzB8PGaJUYTJO2Ye5z5zpPC1q45NgAHaVuaxS98,Zee Music Company,20250104,194,79730712,616016,,17000,"['Hindi Songs', 'New Hindi Songs', 'Party Songs', 'Romantic Songs', 'Love Songs', 'Arijit Songs', 'Bollywood Songs', 'Bollywood Love Songs', 'New Bollywood Songs', 'Bollywood Hits', 'All Songs', 'Zee Music Company', 'uyi amma song', 'Aaman Devgan', 'Ajay Devgan', 'rasha thadani song', 'rasha thadani new song', 'new Love Song', 'Dance Song', 'azaad songs', 'amit trivedi latest songs', 'ajay devgn', 'azaad film songs', 'aazad movie songs']",['Music'],https://i.ytimg.com/vi_webp/FZLadzn5i6Q/maxresdefault.webp
Benson Boone - Beautiful Things (Official Music Video),https://rr1---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129188&ei=BK2oZ5OgCsuep-oPorjg0AQ&ip=196.200.133.150&id=o-AMYqJVc7qzd6mn-njfhOspvl3tXMgr53XFKsXlEZjmYU&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107588%2C&mh=UF&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5q7knee&ms=au%2Crdu&mv=m&mvi=1&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3z-yaY6_NqZAoj9Kk90qWalS_c5bhyCiH8wkPJazWtn5254lKHeFMyhvVkgGTNgj_ku7fI2Pi_L&spc=RjZbSU5Tu6i55Y6Svl6csIYu0rQslKntjkAZT2SGG4jIwDOx0zV70CqnRmNkrUYTCA&vprv=1&svpuc=1&mime=video%2Fmp4&ns=_x_9UbaBxFMJLeOymVyT9ucQ&rqh=1&gir=yes&clen=15279796&ratebypass=yes&dur=192.655&lmt=1731545509729651&mt=1739106797&fvip=5&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538434&n=uqL_cwd0WJkPig&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRgIhANvA871TNEyzpmtV4S3kM31L8kcOHoS2edmT2jBAc5PDAiEAvPfWFEjZkyP8in4BmvfDYpb33Zw0EXRQDmJ6beGUjo4%3D&sig=AJfQdSswRgIhAInUhC8vXJEI_VgDHTgSoKGUVxF4j5Z9rhS73mKcM3x_AiEA1ZYsNhLvGGYjnUpZnzgu_RyG9qbl-AbHv8zALSq6_2M%3D,Benson Boone,20240118,193,502713164,4368618,,94000,"['Benson Boone', 'Beautiful Things', 'Benson Boone Beautiful Things', 'Benson Boone Beautiful Things Music Video', 'Benson Boone lyrics', 'Beautiful Things lyrics', 'Benson Boone Beautiful Things lyrics', 'In The Stars', 'Benson Boone In The Stars', 'benson boone', 'benson', 'benson boone in the stars', 'benson boone new music', 'benson boone live', 'in the stars lyrics', 'new music', 'music shorts', 'benson boone new song', 'benson boone music video', 'benson beautiful', 'these beautiful things', 'benson boone lyrics']",['Music'],https://i.ytimg.com/vi_webp/Oa_RSwwpPaA/maxresdefault.webp
Nadie- Tito Double P (Video Oficial),https://rr3---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129191&ei=B62oZ7voIaXDp-oPh8bNwQ8&ip=196.200.133.150&id=o-AGSRsDLIPG0nLsMULQv4QhVIN-S3rmpSJt8-LwN4PtAK&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107591%2C&mh=v1&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen7y&ms=au%2Crdu&mv=m&mvi=3&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3xKh3EJC_lgyZzofj7p0xZj0OdY53EBOjrURXXY7naZHJaiPV1G0-3CSGanwtjbtgo5sqdFJDMN&spc=RjZbSalpQBbpLTPPdpXh36chogQSo_5f6_gyZnsH4roLyi_ldngGXftZe8zh4jVkzA&vprv=1&svpuc=1&mime=video%2Fmp4&ns=ZagGb6rWRxRnd1N37H6D3EQQ&rqh=1&gir=yes&clen=12055185&ratebypass=yes&dur=196.928&lmt=1732359329026979&mt=1739106797&fvip=3&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538434&n=vxCqjcZLKUv1aA&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRAIgMnDjkCOXPymMIRkVdUsuSWpNL7vrBSlqgTolNQ9SXzkCIFpR6T9ned5L1l4SRwhFgcePZHJ2CMwMaVhGs7Fu5ySM&sig=AJfQdSswRgIhAMysCfz8_wb-1jb95jZ-tEloroZFYLGmTWeWIQcfRcHQAiEAmGddK6JgdMIc4WEsbG1hbTPcbZgHGgxdKf02ZnbZA8Q%3D,Tito Double P,20241122,197,105765530,490843,,8500,[],['Music'],https://i.ytimg.com/vi_webp/sI2TE_hYFYQ/maxresdefault.webp
"Aayi Nai -Stree 2 | Shraddha Kapoor | Rajkummar Rao | Sachin-Jigar |Pawan Singh,Simran,Divya,Amitabh",https://rr2---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129194&ei=Cq2oZ8TOKomFp-oPv_u2mAc&ip=196.200.133.150&id=o-AIpbe-k5XVMp8w78zdq-DDHhgFZqk9luxoQ9caaQP7mj&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107594%2C&mh=gh&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen7d&ms=au%2Crdu&mv=m&mvi=2&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3zNEBqHpyWifiEIk6pDRcWdE_eRhOrbR0j-W3JkHja_Vc0dvprTwuzT-8laLUtWowq7NcXteNIX&spc=RjZbSbMcsdjH_wN0Gs2l6rzIPWG6EuOrgsXPFXzx7ZdBrJKO-TwPDC3r6lmIcCMvAA&vprv=1&svpuc=1&mime=video%2Fmp4&ns=h8Pl_Sc8kC8EzRVm0DjePxEQ&rqh=1&gir=yes&clen=17076127&ratebypass=yes&dur=198.135&lmt=1738684992477967&mt=1739106797&fvip=5&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538534&n=bBzfETspJ4M8ow&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRQIhAJDvnsQUEI4vgWY2XdfxUsVTmv8yTlVDNJ2zSn7XgwQwAiAnlp9C5WNLgLXoZfb3B4DzBm6wnVngJvXCHMRRyy-QBg%3D%3D&sig=AJfQdSswRAIgAsYI8jR88bNm3Q4v8iIZgfWSepU3fY8N5FQPfm6UfyoCIHjwPwCAvNFXXGb5RTtbIw2HnDxdv8ED61i13Tej-UoY,Saregama Music,20240801,198,548071217,3071986,,144000,"['aayi nai', 'ayi nai', 'aayi nahi', 'ayi nahi', 'aai nai', 'aayi nai stree 2', 'stree 2 song', 'stree 2 songs', 'khet song', 'shraddha kapoor songs', 'shraddha kapoor stree 2 songs', 'shradha kapoor new song', 'shradha kapoor songs', 'rajkumar rao songs', 'rajkumar rao new song', 'rajkumar rao stree 2', 'pawan singh new song', 'pawan singh new song 2024', 'pawan singh song', 'pawan singh ke gana', 'pawan singh aayi nai song', 'pawan singh aai nahi song', 'sachin jigar songs', 'sachin jigar new song']",['Music'],https://i.ytimg.com/vi/nFgsBxw-zWQ/maxresdefault.jpg
"Video | कलम चबाs गईनी | Khesari Lal Yadav , Shilpi Raj | Ft. Dimpal Singh | New Bhojpuri Song 2025",https://rr1---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129197&ei=Da2oZ-y0J4TRp-oP-fHB4AQ&ip=196.200.133.150&id=o-AP6B4mtASN1UasHgQEC2HUEvF2Rabn-3Eg4LqCPlguN9&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107597%2C&mh=vW&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen76&ms=au%2Crdu&mv=m&mvi=1&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3xHPNKtK4n6E83xgMVJW-JO7tpWmG9h4eqEQ3-o_KIkY6zifUTpgnvOi_4dVcrZ0CZDf206A7ub&spc=RjZbSfJUzy_Ovfn_ZRu5esVbaPKoWw5EsqFmIDqa8KJsIKpMhIYp_xFEb8FbGJg8Mg&vprv=1&svpuc=1&mime=video%2Fmp4&ns=OafM4rT-ePw99nwE8r8YOrwQ&rqh=1&gir=yes&clen=23225535&ratebypass=yes&dur=252.540&lmt=1738081424152197&mt=1739106797&fvip=4&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538534&n=8mFAstx8sQ7A9g&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRAIgFbJPrcXSZaY-kUPV-AC_NUHytojJ6HXN1p-6-dRxd2cCICitvOCmk41lF3FCic5n7Sb7xWSedGrl99LtRu6d_7QZ&sig=AJfQdSswRAIgPe5WZa_E4mjXUAWcJJZbg9JWx9yzFsbEb0jFB3-AjsUCIAtWl5wUquFdlLdBirGh0W1iNTCpu5N6b1hIUQUX8cFv,Annapurna Films,20250124,253,25266145,406830,,48000,"['khesari lal yadav', 'shilpi raj', 'dimpal singh', 'khesari lal ka gana', 'khesari lal new song', 'khesari lal shilpi raj song', 'khesari lal yadav new song 2025', 'shilpi raj new song 2025', 'bhojpuri song khesari lal', 'khesari lal song', 'kalam chaba gaini', 'kalam chaba gaini khesari lal', 'new bhojpuri song 2025', 'bhojpuri gana 2025', 'khesari lal ka gana 2025', 'shilpi raj bhojpuri song 2025', 'dimpal singh new song', 'bhojpuri gana', 'bhojpuri gana khesari lal', 'khesari lal ke gana', 'कलम चबाs गईनी']",['Music'],https://i.ytimg.com/vi_webp/1OU2m2B4dCY/maxresdefault.webp
PSY - GANGNAM STYLE(강남스타일) M/V,https://rr1---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129201&ei=Ea2oZ-eHEtaep-oPsay8gQk&ip=196.200.133.150&id=o-APGlmTRzylDusbUEETbafSQeAmdkcsoACjKP47iDrCWP&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107601%2C&mh=hJ&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen76&ms=au%2Crdu&mv=m&mvi=1&pl=19&rms=au%2Cau&initcwndbps=1225000&bui=AUWDL3y8Xk-4lpbXaHCYQmDWLEHXIsZuefsFABtsS3qdFm5d1Hr1LMGIXI-NvgHOr6jDf-YBC1c35kTo&spc=RjZbSdjy2JgNpTw3zRvjmM-DpHLAHfVdJ2XCfprWjDneG9FbUwF4wCPImQ2_RAEXxA&vprv=1&svpuc=1&mime=video%2Fmp4&ns=-BLP0tewf02_6tGAbfDbal8Q&rqh=1&cnr=14&ratebypass=yes&dur=252.261&lmt=1712656158179023&mt=1739106797&fvip=3&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538434&n=wVzu3pjKm3sx4A&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Ccnr%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRgIhAJCRbm6gtx3ItfJmgOLdpy_IGPWM43S5WCXHP-cbvizeAiEAl_FcrA7VSXfUmblpCciYQNRT0aXJPusVJZ-OqDfJPoM%3D&sig=AJfQdSswRQIgMt3cuMOKmw3q9aaxfYPYDXZ8EQK36EBinHU_2VPVVv0CIQDXLf-O8JmXmg9MLZrl_jkwb3PdnsXLuLLJh0ei1yVvUw%3D%3D,officialpsy,20120715,252,5463616231,29937918,,5400000,"['PSY', '싸이', '강남스타일', '뮤직비디오', 'Music Video', 'Gangnam Style', 'KOREAN SINGER', 'KPOP', 'KOERAN WAVE', 'PSY 6甲', '6th Studio Album', '싸이6집', '육갑', 'Psy Gangnam Style']",['Music'],https://i.ytimg.com/vi_webp/9bZkp7q19f0/maxresdefault.webp
"PRESIDENTE (Video Oficial) - Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Netón Vega",https://rr3---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129204&ei=FK2oZ9GZIrLOp-oPkI3XuA8&ip=196.200.133.150&id=o-AILDd33aUzoCvzcxmTYQMRUPUEOzsVudcZebFjBhaP43&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107604%2C&mh=Zc&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5q7knel&ms=au%2Crdu&mv=m&mvi=3&pl=19&rms=au%2Cau&initcwndbps=1163750&bui=AUWDL3za9ioaO25ngVBdrCmizOzvRKOT7yvdaxfvBXmoAuvYdooMFIUP9df_s3iJr16I17JBSfzL4Ui-&spc=RjZbSSaCCMAN_DYRTJNsLwzgwdph1loalccxs2MbtlErETTG9BD8ferzE167xTumfw&vprv=1&svpuc=1&mime=video%2Fmp4&ns=tMSM_ffo3BTGktIt0_g39BYQ&rqh=1&gir=yes&clen=9659666&ratebypass=yes&dur=183.762&lmt=1738095274408359&mt=1739107282&fvip=5&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538534&n=bQHD8nCrw3JlNA&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRQIgV60jugm22jRlU3ntl9AIq8NNRNXhnY6qsusRXD9aLLECIQDfLPBS8MjDas1KyLoTCJJFzKLV5UlnodkEzJMFwbIu4A%3D%3D&sig=AJfQdSswRgIhAKls89YFqqvzJGqqcnbgbCS7JCjToQPcc8axrUvNv8cnAiEAkAX-yey7CuVTZrKpuD6vqLDcG3s5XsC0LiDTh396ZTA%3D,Gabito Ballesteros,20241022,184,146954977,600537,,17000,[],['Music'],https://i.ytimg.com/vi/x6UvVnZ-VBE/maxresdefault.jpg
Al Shami - Doctor [Official Music Video] (2025) / الشامي - دكتور,https://rr3---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129207&ei=F62oZ-eeHZGdp-oP_onCgAM&ip=196.200.133.150&id=o-AGC2xGzjwx1apv9sQwOBZfVL-9g4it2bShVOqMuWkbLg&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107607%2C&mh=sV&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5qzen7l&ms=au%2Crdu&mv=m&mvi=3&pl=19&rms=au%2Cau&initcwndbps=1163750&bui=AUWDL3waBc54XlY8L8BCce6Yyqc6ruNpUYEX7GAeJqs0Gk6Kg3L9_dh-8gIEQgNjUPONr8A-Pt6fx27x&spc=RjZbSfFunBtw_B7lZT1A9wrHb0QRsJYipZkD5qmNYWdj8dainsAa6qpA84QF5I8kMA&vprv=1&svpuc=1&mime=video%2Fmp4&ns=M-PsD-nlfulUNv3Kikn3_SoQ&rqh=1&gir=yes&clen=17632843&ratebypass=yes&dur=277.083&lmt=1738030528868626&mt=1739107282&fvip=5&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538534&n=5oQwmsbP80ciqg&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRAIgNFpAG-h65F1XFLZ0Y9jsW74Nw45MLH3_OW-82ndEfvUCIAHIhc63YBALQaeTIajn-2mS6whuCXYFL_svRxdXmjy_&sig=AJfQdSswRgIhAOpFxJ57u24CmcR4GaOP2_sRnZ7HIGGcgNLCIRu90YzDAiEAiErfLoL2J4VOjwY3gnb7HoHaujpcj0NfGBox83oRqpY%3D,Al Shami - الشامي,20250113,277,44071505,552972,,92000,"['al chami', 'el shami', 'el chami', 'الشامي', 'شامي', 'al shami music', 'al shami 2025', 'أغاني عربية', '2025 أغاني عربية', 'أغاني راب عربية', 'أغاني راب عربية 2025', 'إنتاج بلال دركي', 'shami', 'chami', 'new music', 'al shami', 'al chamy', 'el chamy', 'al shamy', 'el shamy', 'doctor', 'al shami doctor', 'shami doctor', 'الشامي دكتور', 'دكتور', 'شامي دكتور', 'el shami doctor', 'al chami doctor', 'chami doctor', 'el chami doctor']",['Music'],https://i.ytimg.com/vi_webp/rhOAyPKHWEo/maxresdefault.webp
BAD BUNNY - BAILE INoLVIDABLE (Video Oficial) | DeBÍ TiRAR MáS FOToS,https://rr1---sn-h5gf5o-jhoe.googlevideo.com/videoplayback?expire=1739129210&ei=Gq2oZ8ydKqLOp-oP9aObwA8&ip=196.200.133.150&id=o-ALJmfo4xgDmBKimh_WZxZCmZWa583KamUG0m10h0eX3f&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1739107610%2C&mh=wR&mm=31%2C29&mn=sn-h5gf5o-jhoe%2Csn-h5q7knld&ms=au%2Crdu&mv=m&mvi=1&pl=19&rms=au%2Cau&initcwndbps=1163750&bui=AUWDL3xRtz9LBUZ_BFtfsHtX_lR9GcM2YqtdfBu16bGWfHQgFsTho_UKNzNodKZ9F07yBqEWiGxznX_W&spc=RjZbSSPE_UDVxtd-WybkV2ELphVRBjtJSCDgjZ_wb59OO-uryAggaRedgz42-7v74w&vprv=1&svpuc=1&mime=video%2Fmp4&ns=srV10aCpWxuwkxBgwU1AZmEQ&rqh=1&gir=yes&clen=27744950&ratebypass=yes&dur=378.067&lmt=1737225042751458&mt=1739107282&fvip=3&lmw=1&fexp=51326932%2C51371294&c=TVHTML5&sefc=1&txp=4538534&n=wixYRoTap6WUaQ&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=AGluJ3MwRAIgO8Zj3ax1O9WYoKmxXxGYRpvYO4TGN2YhLZn-CiqIvXACIFXyooc6QDqCIvI8-JolbhRV1dq-5xp7iVEe4dr7lgbZ&sig=AJfQdSswRgIhAKrgGvSej-a7KId7EzMhivf5I7rtEVjMmnu8mKd4OGQpAiEA7BuFNb5TywwjiirdkesKcRGLaXG_B0vP969Zdd4pFRQ%3D,Bad Bunny,20250109,378,52466880,861020,,26000,"['Bad Bunny', 'Badbunny', 'Bad Buny', 'Badbuni', 'bad bunny debi tirar mas fotos', 'debi tirar mas fotos bad bunny', 'album mas fotos bad bunny', 'bad bunny mas fotos', 'debi tirar mas fotos', 'bad bunny debi tirar mas fotos album', 'Baile inolvidable bad bunny', 'bad bunny baile inolvidable', 'debi tirar mas fotos baile inolvidable', 'bad bunny baile', 'baile inolvidable', 'debo tirar mas fotos']",['Music'],https://i.ytimg.com/vi_webp/a1Femq4NPxs/maxresdefault.webp
